review_id,product_type,brand,rating,feedback_text,nmf_topic,nmf_topic_label,nmf_topic_confidence
EV1151,EV Scooter,Bajaj Chetak,5,"Over the air software updates are a great feature, keeps improving over time. Heard about a thermal runaway incident, this has shaken my trust in EV safety.",6,"Topic 6: app, keep, update, software update, need",0.13101168828963536
EV1152,EV Car,Tesla Model 3,3,"For daily commute the range is fine but long trips are stressful because of low range. Bluetooth connectivity drops frequently while riding, very frustrating.",7,"Topic 7: riding, low, smooth, level, impressively",0.14063334996911625
EV1153,EV Car,Mahindra XUV400,4,Handling and stability at high speed feels very confident and safe. Battery health dropped to 85% within 18 months of daily use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.26476032008083433
EV1154,EV Scooter,Ampere Magnus,3,"Service center staff are not well trained to handle EV specific issues. Smart key and app based lock features work flawlessly, very convenient. Build materials feel sturdy but the design is a bit too plain compared to rivals.",8,"Topic 8: service, service center, center, appointment long, center needed",0.23535602769252068
EV1155,EV Car,Tesla Model 3,4,"Resale value of electric vehicles is still uncertain, worried about depreciation. LED lighting and digital dashboard give it a premium, modern look.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.1220896693124854
EV1156,EV Scooter,Bajaj Chetak,5,Loved the color options and the overall styling of the vehicle.,1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.016621025870109416
EV1157,EV Scooter,TVS iQube,4,"Public chargers are often broken or occupied, need more charging stations urgently.",6,"Topic 6: app, keep, update, software update, need",0.09851726439195248
EV1158,EV Car,Mahindra XUV400,4,"Stability control on wet roads is impressive and inspires confidence. Range drops badly in winter, I lost almost 30% range in cold weather. Noise levels are impressively low, riding experience is very smooth and quiet.",7,"Topic 7: riding, low, smooth, level, impressively",0.372952926103328
EV1159,EV Scooter,Hero Vida V1,4,Concerned about environmental impact of battery disposal and recycling.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.4358654034600713
EV1160,EV Scooter,Ola S1,3,"Resale value of electric vehicles is still uncertain, worried about depreciation. Love the app that shows nearby charging stations, very convenient feature.",6,"Topic 6: app, keep, update, software update, need",0.10857768525739349
EV1161,EV Car,Hyundai Kona,4,"Switching to EV feels good knowing I'm reducing my carbon footprint. There are very few authorized service centers, had to travel 200 km for repair.",8,"Topic 8: service, service center, center, appointment long, center needed",0.2320614453026668
EV1162,EV Scooter,TVS iQube,4,"Worried about battery degradation and replacement cost after warranty ends. Interior quality feels cheap for the price point, needs improvement.",0,"Topic 0: cost, replacement cost, replacement, price, battery",0.09135229339086887
EV1163,EV Car,Tata Nexon EV,4,"Over the air software updates are a great feature, keeps improving over time. Top speed is decent for city use but not enough for highway cruising.",6,"Topic 6: app, keep, update, software update, need",0.13885146229702303
EV1164,EV Scooter,Hero Vida V1,4,I'm always worried about running out of charge before reaching my destination.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.046160397272723315
EV1165,EV Car,BYD Atto 3,3,"Bluetooth connectivity drops frequently while riding, very frustrating. Compact size makes it easy to park and maneuver in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.0673113402126594
EV1166,EV Scooter,Bajaj Chetak,3,"Public chargers are often broken or occupied, need more charging stations urgently. Braking system feels sharp and responsive, regenerative braking works well. Build materials feel sturdy but the design is a bit too plain compared to rivals.",2,"Topic 2: braking, system, work well, work, well",0.2126840339733249
EV1167,EV Scooter,Ampere Magnus,3,"The design looks futuristic and attracts a lot of attention on the road. Claimed range of 200 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.056649967258441646
EV1168,EV Car,MG ZS EV,5,Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.06122660181627624
EV1169,EV Scooter,Hero Vida V1,4,"Build materials feel sturdy but the design is a bit too plain compared to rivals. Read reports about battery fires, safety is my biggest concern before buying.",8,"Topic 8: service, service center, center, appointment long, center needed",0.10881494390809064
EV1170,EV Scooter,Ola S1,4,Battery range degrades faster than expected after just one year of use.,4,"Topic 4: use, daily use, daily, dropped, within month",0.06755701621713178
EV1171,EV Car,Hyundai Kona,4,"The design looks futuristic and attracts a lot of attention on the road. Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.027932674424074228
EV1172,EV Car,Hyundai Kona,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1173,EV Scooter,Ola S1,5,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1174,EV Scooter,TVS iQube,4,Battery performance is stable even after two years of heavy usage. Fast charging network needs serious expansion on highways. The vehicle has good crash test ratings which reassured my purchase decision.,9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.05364337801142525
EV1175,EV Scooter,Hero Vida V1,3,Battery health dropped to 85% within 18 months of daily use. Customer support over phone is helpful and resolves issues quickly. Total cost of ownership is great once you factor in low maintenance and fuel savings.,4,"Topic 4: use, daily use, daily, dropped, within month",0.1896798538895553
EV1176,EV Car,MG ZS EV,5,Zero tailpipe emissions is the main reason I chose an electric vehicle. Build quality feels premium and the ride is extremely comfortable. Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.2595794521626913
EV1177,EV Scooter,Bajaj Chetak,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1178,EV Scooter,Bajaj Chetak,5,"Braking system feels sharp and responsive, regenerative braking works well.",2,"Topic 2: braking, system, work well, work, well",0.362732406370459
EV1179,EV Car,Tesla Model 3,3,Compact size makes it easy to park and maneuver in city traffic. Navigation system integrated with range prediction is genuinely useful.,2,"Topic 2: braking, system, work well, work, well",0.06046858182963796
EV1180,EV Car,Mahindra XUV400,3,"Advanced safety features like ABS and traction control give peace of mind. Battery replacement cost is almost half the price of the vehicle, very concerning.",3,"Topic 3: ab, ab traction, control give, traction, traction control",0.3107122454627484
EV1181,EV Car,Hyundai Kona,4,"Claimed range of 5 km is misleading, actual range is way less in city traffic.",7,"Topic 7: riding, low, smooth, level, impressively",0.041861355679823284
EV1182,EV Scooter,Bajaj Chetak,3,"Spare parts availability is a major issue, waited a month for a replacement part.",9,"Topic 9: dashboard, caused dashboard, caused, dashboard freeze, freeze twice",0.022143653435404812
EV1183,EV Scooter,TVS iQube,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1184,EV Scooter,TVS iQube,4,Handling and stability at high speed feels very confident and safe.,7,"Topic 7: riding, low, smooth, level, impressively",0.042842528672923944
EV1185,EV Car,Hyundai Kona,5,Switching to EV feels good knowing I'm reducing my carbon footprint.,8,"Topic 8: service, service center, center, appointment long, center needed",0.0701157381403301
EV1186,EV Scooter,Ampere Magnus,4,Advanced safety features like ABS and traction control give peace of mind.,3,"Topic 3: ab, ab traction, control give, traction, traction control",0.4034444933979644
EV1187,EV Scooter,Ampere Magnus,4,"There are very few authorized service centers, had to travel 250 km for repair. Battery replacement cost is almost half the price of the vehicle, very concerning.",8,"Topic 8: service, service center, center, appointment long, center needed",0.1706366151113699
EV1188,EV Car,MG ZS EV,4,Customer support over phone is helpful and resolves issues quickly. Finding a working charging station in my city is still very difficult.,6,"Topic 6: app, keep, update, software update, need",0.03889570351857727
EV1189,EV Scooter,Ampere Magnus,4,"No proper information on how battery degrades over time, company should be transparent. Energy used to charge still comes mostly from coal in my region, defeats the purpose somewhat. Read reports about battery fires, safety is my biggest concern before buying.",1,"Topic 1: charge come, defeat purpose, defeat, come mostly, come",0.26533599603369135
EV1190,EV Scooter,Ola S1,3,"Over the air software updates are a great feature, keeps improving over time. Customer support over phone is helpful and resolves issues quickly. Zero tailpipe emissions is the main reason I chose an electric vehicle.",6,"Topic 6: app, keep, update, software update, need",0.11143437671744717
EV1191,EV Scooter,Bajaj Chetak,5,"Smart key and app based lock features work flawlessly, very convenient.",6,"Topic 6: app, keep, update, software update, need",0.20397177287681528
EV1192,EV Scooter,Bajaj Chetak,3,Concerned about environmental impact of battery disposal and recycling. Worried about battery degradation and replacement cost after warranty ends.,5,"Topic 5: battery disposal, disposal recycling, concerned, environmental impact, environmental",0.294011391842536
EV1193,EV Scooter,TVS iQube,5,"After sales support has been excellent, quick response and doorstep service. Charging infrastructure in tier 2 and tier 3 cities is almost non-existent. Battery performance is stable even after two years of heavy usage.",8,"Topic 8: service, service center, center, appointment long, center needed",0.08944563030101656
